Compound,Compound CID,Compound SID,Compound formula,Compound CAS,Compound smiles
"N-[(5S,8S,11S,14S)-5-amino-8-(3-{[amino(azanylidene)methyl]amino}propyl)-14-(aminomethyl)-11-[(4-hydroxyphenyl)methyl]-6,9,12,15-tetraoxo-2-thia-7,10,13-triazapentadec-15-yl]-L-histidine",,,2951912-79-9,C29H45N11O7S,[C@@H](CC1=CC=C(O)C=C1)(NC([C@@H](NC([C@H](CCSC)N)=O)CCCNC(=N)N)=O)C(N[C@H](C(N[C@@H](CC2=CN=CN2)C(O)=O)=O)CN)=O
"N-[(5S,8S,11S,14S)-5-amino-8-(3-{[amino(azanylidene)methyl]amino}propyl)-14-(hydroxymethyl)-11-[(4-hydroxyphenyl)methyl]-6,9,12,15-tetraoxo-2-thia-7,10,13-triazapentadec-15-yl]-L-histidine",,,2951912-80-2,C29H44N10O8S,[C@@H](CC1=CC=C(O)C=C1)(NC([C@@H](NC([C@H](CCSC)N)=O)CCCNC(=N)N)=O)C(N[C@H](C(N[C@@H](CC2=CN=CN2)C(O)=O)=O)CO)=O
"N-[(5S,8S,11S,14R)-5-amino-8-(3-{[amino(azanylidene)methyl]amino}propyl)-11-[(4-hydroxyphenyl)methyl]-6,9,12,15-tetraoxo-14-(sulfanylmethyl)-2-thia-7,10,13-triazapentadec-15-yl]-L-histidine",,,2951912-81-3,C29H44N10O7S2,[C@@H](CC1=CC=C(O)C=C1)(NC([C@@H](NC([C@H](CCSC)N)=O)CCCNC(=N)N)=O)C(N[C@H](C(N[C@@H](CC2=CN=CN2)C(O)=O)=O)CS)=O
"N-[(5S,8S,11S,14S)-5-amino-8-(3-{[amino(azanylidene)methyl]amino}propyl)-11-[(4-hydroxyphenyl)methyl]-6,9,12,15-tetraoxo-14-(prop-2-ynyl)-2-thia-7,10,13-triazapentadec-15-yl]-L-histidine",,,2951912-82-4,C31H44N10O7S,[C@@H](CC1=CC=C(O)C=C1)(NC([C@@H](NC([C@H](CCSC)N)=O)CCCNC(=N)N)=O)C(N[C@H](C(N[C@@H](CC2=CN=CN2)C(O)=O)=O)CC#C)=O
"N-[(5S,8S,11S,14S)-5-amino-8-(3-{[amino(azanylidene)methyl]amino}propyl)-11-[(4-hydroxyphenyl)methyl]-6,9,12,15-tetraoxo-14-(prop-2-yl)-2-thia-7,10,13-triazapentadec-15-yl]-L-histidine",,,2951912-83-5,C31H48N10O7S,[C@@H](CC1=CC=C(O)C=C1)(NC([C@@H](NC([C@H](CCSC)N)=O)CCCNC(=N)N)=O)C(N[C@H](C(N[C@@H](CC2=CN=CN2)C(O)=O)=O)[C@@H](C)C)=O
"N-[(5S,8S,11S,14S)-5-amino-8-(3-{[amino(azanylidene)methyl]amino}propyl)-14-[(2S)-but-2-yl]-11-[(4-hydroxyphenyl)methyl]-6,9,12,15-tetraoxo-2-thia-7,10,13-triazapentadec-15-yl]-L-histidine",,,2951912-84-6,C32H50N10O7S,[C@H](CC1=CC=C(O)C=C1)(C(N[C@H](C(N[C@@H](CC2=CN=CN2)C(O)=O)=O)[C@H](CC)C)=O)NC([C@@H](NC([C@H](CCSC)N)=O)CCCNC(=N)N)=O
"N-[(5S,8S,11S,14S)-5-amino-8-(3-{[amino(azanylidene)methyl]amino}propyl)-11-[(4-hydroxyphenyl)methyl]-14-(2-methylpropyl)-6,9,12,15-tetraoxo-2-thia-7,10,13-triazapentadec-15-yl]-L-tryptophan",,,2951912-93-7,C37H53N9O7S,C([C@H](NC([C@@H](NC([C@H](CC1=CC=C(O)C=C1)NC([C@@H](NC([C@H](CCSC)N)=O)CCCNC(=N)N)=O)=O)CC(C)C)=O)C(O)=O)C=2C=3C(NC2)=CC=CC3
"N-[(5S,8S,11S)-5-amino-8-(3-{[amino(azanylidene)methyl]amino}propyl)-11-[(4-hydroxyphenyl)methyl]-6,9,12,15-tetraoxo-2-thia-7,10,13-triazapentadec-15-yl]-L-tryptophan",,,2951912-95-9,C33H45N9O7S,C([C@H](NC(CNC([C@H](CC1=CC=C(O)C=C1)NC([C@@H](NC([C@H](CCSC)N)=O)CCCNC(=N)N)=O)=O)=O)C(O)=O)C=2C=3C(NC2)=CC=CC3
"N-[(5S,8S,11S,14S)-5-amino-8-(3-{[amino(azanylidene)methyl]amino}propyl)-11-[(4-hydroxyphenyl)methyl]-14-methyl-6,9,12,15-tetraoxo-2-thia-7,10,13-triazapentadec-15-yl]-L-tryptophan",,,2951912-96-0,C34H47N9O7S,C([C@H](NC([C@@H](NC([C@H](CC1=CC=C(O)C=C1)NC([C@@H](NC([C@H](CCSC)N)=O)CCCNC(=N)N)=O)=O)C)=O)C(O)=O)C=2C=3C(NC2)=CC=CC3
"N-[(5S,8S,11S,14S)-8-(3-{[amino(azanylidene)methyl]amino}propyl)-5-(formylamino)-11-[(4-hydroxyphenyl)methyl]-14-(2-methylpropyl)-6,9,12,15-tetraoxo-2-thia-7,10,13-triazapentadec-15-yl]-L-histidine",,,2951913-26-9,C33H50N10O8S,[C@H](CC1=CC=C(O)C=C1)(C(N[C@H](C(N[C@@H](CC2=CN=CN2)C(O)=O)=O)CC(C)C)=O)NC([C@@H](NC([C@H](CCSC)NC=O)=O)CCCNC(=N)N)=O
"(2S)-3-(3H-imidazol-4-yl)-2-{[(5S,8S,11S,14S)-5-amino-8-(3-{[amino(azanylidene)methyl]amino}propyl)-11-[(4-hydroxyphenyl)methyl]-14-(2-methylpropyl)-6,9,12,15-tetraoxo-2-thia-7,10,13-triazapentadec-15-yl]amino}propanamide",,,2951913-27-0,C32H51N11O6S,[C@@H](CC1=CC=C(O)C=C1)(NC([C@@H](NC([C@H](CCSC)N)=O)CCCNC(=N)N)=O)C(N[C@H](C(N[C@@H](CC2=CN=CN2)C(N)=O)=O)CC(C)C)=O
"N-[(5S,8S,11S,14R)-5-amino-8-(3-{[amino(azanylidene)methyl]amino}propyl)-11-[(4-hydroxyphenyl)methyl]-6,9,12,15-tetraoxo-14-(5-oxo-4-aza-2-thiahex-1-yl)-2-thia-7,10,13-triazapentadec-15-yl]-L-histidine",,,2951913-29-2,C32H49N11O8S2,[C@H](CC1=CC=C(O)C=C1)(C(N[C@H](C(N[C@@H](CC2=CN=CN2)C(O)=O)=O)CSCNC(C)=O)=O)NC([C@@H](NC([C@H](CCSC)N)=O)CCCNC(=N)N)=O
6-Hydroxy-5-Keto-Casbene,,,,C28H30O2,
"6-Hydroxy-5,9-Diketocasbene",,,,C20H28O3,
"4Alpha-Methyl-Ergost-8,14,24(24°‰)-Trien-3Beta-Ol",,,,C29H46O,
22-Keto-26-Aminocholesterol,,,,C27H45NO2,
22-Oxo-26-Aminocholesterol,,,,C27H44O2,
Trans-Sabin-3-Ol,,,,C10H16O,
(S)-5-Hydroxydecanoicacid,,,,C10H20O3,
(Z)-Epi-Beta-Santalol,,,,C15H24O,
"16Alpha,22,26-Trihydroxycholesterol",,,,C26H44O3,
6Beta-Hydroxymaslinic Acid,,,,C30H48O5,
16Beta-Hydroxyoleanolic Acid,,,,C8H16O3,
11-Carbonyl-20Beta-Hydroxy-Cucurbitadienol,,,,C30H48O3,
heme b,,,,C34H30FeN4O4-2,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N
14-Hydroxycostunolide,,,,C15H21O2,
10-Hydroxydihydrochelerythrine,,,,C21H19NO5,
"16S,22S-Dihydroxycholesterol",,,,C27H46O3,
1Alpha-Hydroxy-11-Deoxycorticosterone,,,,C21H30O4,
L-4-Nitrotryptophan,,,,C11H11N3O4,
C14 Primary Alcohol,,,,C14H30O,
C16 Primary Alcohol,,,,C16H34O,
C24 Primary Alcohol,,,,C24H50O,
C36 Primary Alcohol,,,,C36H74O,
"3-Hydroxyurs-12-En-23,28-Dioic Acid",,,,C30H46O5,
8-Cooh-Linalool,,,,C10H16O3,
"2-amino-3,8-dimethyl-5-hydroxyimidazo[4,5-f]quinoxaline",,,,C11H11N5O,
"(2-(hydroxyamino)-3-methyl-3H-imidazo[4,5-f]quinoxalin-8-yl)methanol",,,,C11H11N5O2,
"N-(1-methyl-6-phenyl-1H-imidazo[4,5-b]pyridin-2-yl)hydroxylamine",,,,C13H12N4O,
An Oxoeicosatetraenoate,,,,C20H29O3-,
Omega-Hydroxy-Phytanic Acid,,,,C20H40O3,
16-Carboxylated Ga12,,,,C20H28O4,
"Alpha,Omega-Dicarboxylic Acid",,,,C3H4O4,
"5Alpha,13Alpha-Dihydroxy Taxadience",,,,C20H32O2,
4OH-I3M,,,,C16H20N2O10S2,
"10,16-Dihydroxyhexadecanic acid",,,,C16H32O4,
"(3R,4aS,10aS)-5,6,10-trihydroxy-3,4a,7,7,10a-pentamethyl-3-vinyl-2,3,4a,5,6,6a,7,8,9,10,10a,10b-dodecahydro-1H-cyclohexa[1,2-f]chromen-1-one",,,,C20H32O5,C=C[C@@](C)1O[C@@]2(C(O)C(O)C3[C@](C(O)CCC3(C)C)(C2C(=O)C1)C)C
"4-{[(2E)-5-(3,3-dimethyloxiran-2-yl)-3-methylpent-2-enyl]oxy}-3,7-dihydro-2H-furo[3,2-g]chromen-7-one",,,,C21H24O5,C1C2=C(C=CC(O2)=O)C(=C2CCOC=12)OC/C=C(\C)/CCC1OC1(C)C
"4-[({3-[2-(3,3-dimethyloxiran-2-yl)ethyl]-3-methyloxiran-2-yl}methyl)oxy]-3,7-dihydro-2H-furo[3,2-g]chromen-7-one",,,,C21H24O6,C1C2=C(C=CC(O2)=O)C(=C2CCOC=12)OCC1OC1(C)CCC1OC1(C)C
"(4R,5R,9R,10R)-5-(hydroxymethyl)-5-methyl-16-methylidenetetracyclo[10.2.2.01,10.04,9]hexadecane-9-carboxylic acid",,,,C20H30O3,[C@]([H])12[C@](CCC[C@@]1(C)CO)(C(O)=O)[C@@]([H])1CC3CCC1(CC3=C)CC2
"(1S,2R,10R,11R,14R,18R)-14-methoxy-11-methyl-19-methylidene-13-oxapentacyclo[9.3.3.24,7.02,7.01,10]nonadecan-18-ol",,,,C21H32O3,[C@]([H])12[C@@]3(CCC[C@@]1(C)CO[C@H]3OC)[C@@]([H])1CC3CCC1([C@H](O)C3=C)CC2
11-Oxo-beta-amyrin,,,,C31H48O2,[C@](C)12CC[C@H](O)[C@](C)(C=C)[C@]1([H])CC[C@@](C)1[C@]2([H])C(=O)C=C2[C@@]([H])3C[C@@](C)(CC[C@@]3(CC[C@@]12C)C)C
"(5R)-4-hydroxy-3,5-dimethyl-5-[(1E)-2-methylbuta-1,3-dienyl]-2,5-dihydrothiophen-2-one",,,,C11H14O2S,O=C1C(C)=C([C@](/C=C(/C=C)\C)(C)S1)O
Corynoxeine,,,,C22H26N2O4,[H][C@@]12C[C@@]([C@](CN1CC[C@]21C(=O)NC2C1=CC=CC=2)(C=C)[H])(/C(=C\OC)/C(=O)OC)[H]
Rhynchophylline,,,,C22H28N2O4,[H][C@@]12C[C@@]([C@@](CC)(CN1CC[C@]21C(=O)NC2C1=CC=CC=2)[H])(/C(=C\OC)/C(=O)OC)[H]
"(6aS,11aS)-2-(propan-2-ylidene)-2,6,6a,11a-tetrahydro-1H-benzo[4,5]furo[3,2-c]furo[3,2-g]chromene-6a,9-diol",,,,C20H18O5,C12O/C(=C(/C)\C)/CC=1C=C1[C@@]([H])3OC4C=C(O)C=CC=4[C@]3(O)COC1=C2
16-OH lupeol,,,,C31H54O2,C([C@@H](C)O)C[C@](C)1C(C(C)C)CC[C@](C)2[C@](C)3C(CCC12)C1[C@H](C(=C)C)CC[C@@]1([C@@H](O)C3)C
Betulin acid,,,,C32H54O3,C([C@@H](C)O)C[C@](C)1C(C(C)C)CC[C@](C)2[C@](C)3C(CCC12)C1[C@H](C(=C)C)CC[C@@]1([C@@H](C(O)=O)C3)C
Oleanolic acid,,,,C31H50O3,[C@@H](O)1CC[C@@](C)2C3CC=C4C5[C@](C)(CC[C@@](C)(C)C5)[C@@H](C(O)=O)C[C@]4([C@]3(C)CCC2[C@]1(C)C)C
3°‰-OH-N-Methylcoclaurine,,,,C18H23NO4,C(O)1=C(O)C=CC(CC2N(C)CCC3C=C(OC)C(O)=CC23)=C1
3°‰-OH-Coclaurine,,,,C17H21NO4,C(O)1=C(O)C=CC(CC2NCCC3C=C(OC)C(O)=CC23)=C1
andrographoide,,,,C20H30O5,[H][C@@]1([C@](C)2[C@]([H])(CCC1=C)[C@](CO)([C@H](O)CC2)C)C/C=C1/C(=O)OC[C@H]/1O
"(2E,4E)-5-(3,4-dihydroxyphenyl)-1-(hexahydropyridin-1-yl)penta-2,4-dien-1-one",,,,C16H19NO3,O=C(/C=C/C=C/C1C=C(C(=CC=1)O)O)N1CCCCC1
"(1S,3E,5S,6R,10E,11S,14S,15R,16S)-5,6-dihydroxy-9,13,14-trimethyl-16-(2-methylpropyl)-17-azatricyclo[13.3.0.01,11]octadeca-3,9,12-triene-2,18-dione",,,,C24H35NO4,O[C@H]1/C=C/C(=O)[C@@]23C(N[C@H]([C@@H]2[C@H](C)C(=C[C@@H]3/C=C(\C)/CC[C@H]1O)C)CC(C)C)=O
"4,6-dihydroxy-3-methylbenzene-1,2-dicarbaldehyde",,,,C9H8O4,[H]C(C1C(C=O)=C(C)C(=CC=1O)O)=O
p-Hydroxyphenylacetaldoxime,,,,C8H9NO2,OC1C=CC(C/C=N/O)=CC=1
"(3S,5aS,10bS,11aS)-3-methyl-10b-[(3S,5aS,10bS,11aS)-3-methyl-1,4-dioxo-2,3,4,5a,6,10b,11,11a-octahydro-1H-pyrazino[2°‰,1°‰:5,1]pyrrolo[2,3-b]indol-10b-yl]-2,3,4,5a,6,10b,11,11a-octahydro-1H-pyrazino[2°‰,1°‰:5,1]pyrrolo[2,3-b]indole-1,4-dione",,,,C28H28N6O4,N1[C@@H](C)C(=O)[N@]2[C@H]3[C@](C[C@H]2C1=O)([C@@]12C[C@H]4C(=O)N[C@@H](C)C(=O)[N@]4[C@@H]1NC1C2=CC=CC=1)C1C(=CC=CC=1)N3
"(3S,5aS,10bS,11aS)-10b-[(3S,5aS,10bS,11aS)-1,4-dioxo-3-(prop-2-yl)-2,3,4,5a,6,10b,11,11a-octahydro-1H-pyrazino[2°‰,1°‰:5,1]pyrrolo[2,3-b]indol-10b-yl]-3-(prop-2-yl)-2,3,4,5a,6,10b,11,11a-octahydro-1H-pyrazino[2°‰,1°‰:5,1]pyrrolo[2,3-b]indole-1,4-dione",,,,C32H36N6O4,N1[C@@H]([C@H](C)C)C(=O)[N@]2[C@H]3[C@](C[C@H]2C1=O)([C@]12[C@H]([N@]4[C@@H](C1)C(=O)N[C@@H]([C@@H](C)C)C4=O)NC1C2=CC=CC=1)C1C(=CC=CC=1)N3
"(3S,5aS,10bS,11aS)-3-(2-methylpropyl)-10b-[(3S,5aS,10bS,11aS)-3-(2-methylpropyl)-1,4-dioxo-2,3,4,5a,6,10b,11,11a-octahydro-1H-pyrazino[2°‰,1°‰:5,1]pyrrolo[2,3-b]indol-10b-yl]-2,3,4,5a,6,10b,11,11a-octahydro-1H-pyrazino[2°‰,1°‰:5,1]pyrrolo[2,3-b]indole-1,4-dione",,,,C34H40N6O4,N1[C@@H](CC(C)C)C(=O)[N@]2[C@H]3[C@]([C@]45[C@H]([N@]6[C@@H](C4)C(=O)N[C@@H](CC(C)C)C6=O)NC4C5=CC=CC=4)(C4C(=CC=CC=4)N3)C[C@H]2C1=O
"(3S,5aS,10bS,11aR)-3-benzyl-10b-[(3S,5aS,10bS,11aS)-3-benzyl-1,4-dioxo-2,3,4,5a,6,10b,11,11a-octahydro-1H-pyrazino[2°‰,1°‰:5,1]pyrrolo[2,3-b]indol-10b-yl]-2,3,4,5a,6,10b,11,11a-octahydro-1H-pyrazino[2°‰,1°‰:5,1]pyrrolo[2,3-b]indole-1,4-dione",,,,C40H36N6O4,N1[C@@H](CC2C=CC=CC=2)C(=O)[N@]2[C@H]3[C@]([C@]45[C@H]([N@]6[C@H](C4)C(=O)N[C@@H](CC4C=CC=CC=4)C6=O)NC4C5=CC=CC=4)(C4C(=CC=CC=4)N3)C[C@H]2C1=O
8beta-hydroxy-4-oxobedfordia acid,,,,C15H22O4,O=C(C)CC/C1/[C@H](C[C@@H](O)[C@@H](C(=C)C(=O)O)C\C=1)C
2-hydroxytomentosin,,,,C15H20O4,O=C(C)CC(O)/C1/[C@H](C[C@@H]2[C@H](C\C=1)C(=C)C(O2)=O)C
"(1R,3R,5R,8S,9R,11R,17S)-17-hydroxy-3,8,15,15-tetramethyl-4-methylidene-7,10,14-trioxaheptacyclo[15.2.2.13,9.01,11.05,19.011,16.05,9]docosane-6,13,20,22-tetraone",,,,C24H26O8,[C@@]123O[C@]45CC(OC(C)(C)C4[C@](O)4CC(=O)[C@@]55C[C@@](C)(C1=O)C(=C)[C@@]2(C5C4)C(=O)O[C@H]3C)=O
"(1S,2S,4R,6S,12S,13S,15R,16R,17S,21R)-15-hydroxy-2,7,7,13,17,21-hexamethyl-20-methylidene-5,8,14,18,23-pentaoxaoctacyclo[10.7.3.113,16.01,16.02,12.015,21.04,6.06,11]tricos-10-ene-9,19-dione",,,,C25H28O8,[C@@]123O[C@]4(O[C@]1(O)[C@@](C)1C[C@@]44[C@](C)(C[C@H]5O[C@@]55C4=CC(OC5(C)C)=O)[C@]2(C1=C)C(=O)O[C@H]3C)C
(S)-4-hydroxy-beta-ionone,,,,C13H20O2,O=C(C)/C=C/C1[C@@](C)(CC[C@@H](O)C=1C)C
"2-[({2-[(1S,11S,28S,42S)-8-[(1Z)-ethylidene]-20,42,46-trihydroxy-11-[(1R)-1-hydroxyethyl]-51-methyl-3,10,13,31,41,48-hexaoxo-2,9,12,22,33,49,52,53,54,55-decaza-40-oxa-6,16,26,30,45-pentathianonacyclo[26.15.6.232,38.144,47.124,27.14,7.114,17.034,50.018,23]pentapentaconta-4(5),7(55),14(15),17(54),18(23),19,21,24(25),27(53),32(51),34(35),36,38(50),44(52),46-pentadecaen-21-yl]-1,3-thiazol-4-yl}carbonyl)amino]prop-2-enamide",,,,C51H43N13O13S6,N1/C(/C2SC=C(C(N[C@H]3C[C@@H](C(OCC4C5C(C)=C(C(SC[C@@H](C6SC=C(C7C(C8SC=C(C(N[C@H](C1=O)[C@@H](C)O)=O)N=8)=CC(=C(C1SC=C(C(=O)NC(=C)C(=O)N)N=1)N=7)O)N=6)NC(C1=C(O)SC3=N1)=O)=O)NC=5C=CC=4)=O)O)=O)N=2)=C\C
"(1R,4aS,4bR,7S,8aS,10aR,10R)-8a,10-dihydroxy-1,4a,7-trimethyl-7-vinyltetradecahydrophenanthrene-1-carboxylic acid",,,,C20H32O4,[H][C@@]12[C@H](O)C[C@](O)3C[C@@](CC[C@@H]3[C@]1(CCC[C@]2(C(=O)O)C)C)(C)C=C
oxetane,,,,C7H12O3,O1[C@@H]([C@](OC(C)=O)(C)C1)C
L-carveol,,,,C12H17F3O,OC1CC(CC=C1C)C1(C(C(F)(F)F)C1)C
"(1aS,5aR)-3-(3-methylbut-2-enyl)-1a,2,5,5a-tetrahydrocyclohexa[1,2-b]oxirene-2,5-dione",,,,C11H12O3,O=C1C(C/C=C(\C)/C)=CC([C@H]2[C@@H]1O2)=O
"(3S,5R,8E,12S,13S,14S,16S)-14-hydroxy-5,9,12,13,16-pentamethyl-4-oxatricyclo[10.3.1.03,5]hexadeca-1(15),8-dien-2-one",,,,C20H29O3,O1[C@@H]2C(=O)C3[C@@H](C)[C@@](C)([C@@H]([C@@H](O)C=3)C)CC/C(/C)=C/CC[C@@]12C
"(3S,5R,8E,12R,13R)-10-hydroxy-5,9,12,13-tetramethyl-16-methylidene-4-oxatricyclo[10.3.1.03,5]hexadeca-1(15),8-dien-2-one",,,,C20H27O3,O1[C@@H]2C(=O)C3C(=C)[C@@](C)([C@@H](CC=3)C)CC(O)/C(/C)=C/CC[C@@]12C
"5-{[(3Z)-5-hydroxy-2-oxo-2,3-dihydro-1H-indol-3-ylidene]methyl}-N-[2-(diethylamino)ethyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide",,,,C22H28N4O3,CC1C(C(=O)NCCN(CC)CC)=C(N(C=1/C=C1/C2=C(C=CC(=C2)O)NC/1=O)[H])C
"4-{6-[(2Z,5R,7S)-5,7-dimethylnon-2-en-2-yl]-5-methyl-3,4,5,6-tetrahydro-2H-pyran-2-yl}-7-hydroxy-2-methyl-2,3-dihydrobenzo[4,5]furo[3,2-c]pyridin-3-one",,,,C29H39NO4,C([H])(/C(=C\C[C@H](C)C[C@@H](C)CC)/C)1C([H])(CCC(C2=C3C(C4C=CC(=CC=4O3)O)=CN(C)C2=O)([H])O1)C
"3-{6-[(2Z,5R,7S)-5,7-dimethylnon-2-en-2-yl]-5-methyl-3,4,5,6-tetrahydro-2H-pyran-2-yl}-5-[(1S,2S)-1,2-dihydroxy-4-oxocyclohexyl]-4-hydroxy-1-methyl-1,2-dihydropyridin-2-one",,,,C29H44NO6,C([H])(/C(=C\C[C@H](C)C[C@@H](C)CC)/C)1C([H])(CCC(C2=C(C([C@](O)3CCC(C[C@@H]3O)=O)=CN(C)C2=O)O)([H])O1)C
12beta-Hydroxyprogesterone,,,,C21H30O3,O=C([C@H]1CCC2[C@@]1([C@H](O)CC1[C@]3(CCC(C=C3CCC21)=O)C)C)C
"12beta,15alpha-Dihydroxyprogesterone",,,,C21H29O4,O=C([C@H]1C[C@H](O)C2[C@@]1([C@H](O)CC1[C@]3(CCC(C=C3CCC21)=O)C)C)C
,,,2983492-24-4,C18H16N2O8,O=C1OC=2C(O)=CC=CC2C=C1NC(=O)C3=NOC4C(O)C=CC(O)C4(O)C3
,,,2983492-25-5,C19H18N2O9,O=C1OC=2C(O)=C(OC)C=CC2C=C1NC(=O)C3=NOC4C(O)C=CC(O)C4(O)C3
,,,2983492-20-0,C19H18N2O9S2,O=C1NC23OC4=C(O)C(OC)=CC=C4C3SSC15N(OC6C(O)C=CC(O)C6(O)C5)C2=O
,,,2983492-21-1,C20H20N2O9S2,O=C1NC23OC4=C(OC)C(OC)=CC=C4C3SSC15N(OC6C(O)C=CC(O)C6(O)C5)C2=O
,,,2983492-47-1,C18H16N2O9,O=C1OC=2C(O)=C(O)C=CC2C=C1NC(=O)C3=NOC4C(O)C=CC(O)C4(O)C3
,,,2983492-32-4,C19H16N2O6S2,O=C1NC23OC=4C(OC)=CC=CC4C3SSC15N(OC6C(=CC=CC6O)C5)C2=O
,,,2983492-53-9,C19H16N2O7S3,O=C1NC23OC4=C(O)C(OC)=CC=C4C3SSSC15N(OC6C(=CC=CC6O)C5)C2=O
,,,2983492-44-8,C18H16N2O9S2,O=C1NC23OC4=C(O)C(O)=CC=C4C3SSC15N(OC6C(O)C=CC(O)C6(O)C5)C2=O
,,,2983492-19-7,C18H16N2O8S2,O=C1NC23OC=4C(O)=CC=CC4C3SSC15N(OC6C(O)C=CC(O)C6(O)C5)C2=O
,,,2983492-38-0,C21H20N2O8S,O=C1NC2(OC3=C(OC)C(OC)=CC=C3C2=O)C(=O)N4OC5C(=CC=CC5O)CC14SC
"Spiro[benzofuran-2(3H),3°‰(2°‰H)-pyrazino[1,2-b][1,2]benzoxazine]-1°‰,3,4°‰-trione",,,2983492-75-5,C20H18N2O8S,O=C1NC2(OC3=C(O)C(OC)=CC=C3C2=O)C(=O)N4OC5C(=CC=CC5O)CC14SC
"Spiro[benzofuran-2(3H),3°‰(2°‰H)-pyrazino[1,2-b][1,2]benzoxazine]-1°‰,3,5°‰-trione",,,2983492-67-5,C19H16N2O8S,O=C1NC2(OC3=C(O)C(O)=CC=C3C2=O)C(=O)N4OC5C(=CC=CC5O)CC14SC
"Spiro[benzofuran-2(3H),3°‰(2°‰H)-pyrazino[1,2-b][1,2]benzoxazine]-1°‰,3,4°‰-trione",,,2983492-96-0,C21H22N2O10S,O=C1NC2(OC3=C(OC)C(OC)=CC=C3C2=O)C(=O)N4OC5C(O)C=CC(O)C5(O)CC14SC
"Spiro[benzofuran-2(3H),3°‰(2°‰H)-pyrazino[1,2-b][1,2]benzoxazine]-1°‰,3,4°‰-trione",,,2983492-69-7,C19H18N2O10S,O=C1NC2(OC3=C(O)C(O)=CC=C3C2=O)C(=O)N4OC5C(O)C=CC(O)C5(O)CC14SC
"Spiro[benzofuran-2(3H),3°‰(2°‰H)-pyrazino[1,2-b][1,2]benzoxazine]-1°‰,3,4°‰-trione",,,2983492-86-8,C20H20N2O10S,O=C1NC2(OC3=C(OC)C(O)=CC=C3C2=O)C(=O)N4OC5C(O)C=CC(O)C5(O)CC14SC
"Benzenepropanamide, 3-hydroxy-Œ±-(hydroxyimino)-N-(8-hydroxy-7-methoxy-2-oxo-2H-1",,,2983492-78-8,C19H16N2O7,O=C1OC=2C(O)=C(OC)C=CC2C=C1NC(=O)C(=NO)CC=3C=CC=C(O)C3
,,,2983492-71-1,C18H14N2O7,O=C1OC=2C(O)=C(O)C=CC2C=C1NC(=O)C(=NO)CC=3C=CC=C(O)C3
,,,2983492-55-1,C20H18N2O7,O=C1OC=2C(OC)=C(OC)C=CC2C=C1NC(=O)C3=NOC4C(=CC=CC4O)C3
,,,2983492-65-3,C19H18N2O8,O=C1OC=2C(OC)=CC=CC2C=C1NC(=O)C(=NO)CC3(O)C=C(O)C=CC3O
,,,2983492-98-2,C20H20N2O9,O=C1OC2=C(C=CC(OC)=C2OC)C=C1NC(=O)C(=NO)CC3(O)C=C(O)C=CC3O
"[(1S,4S,5R,9R,10R,12R)-12-hydroxy-5-methyl-13-methylidene-9-vinyltetracyclo[10.2.2.01,10.04,9]hexadecan-5-yl]methanal",,,,C21H30O2,[H][C@]12CC[C@]34CC(=C)[C@](O)(C[C@H]3[C@@]1(CCC[C@@]2(C)C=O)C=C)CC4
3-O-Acetyl-7bata-hydroxyglycyrrhetinic acid,,,906816-45-3,C32H48O6,O=C(OC1CCC2(C)C3C(=O)C=C4C5CC(C(=O)O)(C)CCC5(C)CCC4(C)C3(C)C(O)CC2C1(C)C)C
"Hydroxycyclotridecyl 3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranoside",,,1207167-74-5,C21H41NO4,
"Hydroxycyclotetradecyl 3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranoside",,,1207167-75-6,C22H43NO4,
"Hydroxycyclopentadecyl 3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranoside",,,1207167-78-9,C23H45NO4,
"6-Hydroxy-1-pyrenyl 3,4,6-trideoxy-3-(methylamino)-beta-D-xylo-hexopyranoside",,,1283116-34-6,C23H23NO4,OC1=CC=C2C=CC=3C(OC4OC(C)CC(NC)C4O)=CC=C5C=CC1=C2C53
"4-Hydroxy-2,3-dimethyl-2-cyclopenten-1-one",,,53034-04-1,C7H10O2,O=C1C(=C(C)C(O)C1)C
Methyl 4-(2-hydroxy-2-methylpropyl)-alpha-methylbenzeneacetate,,,1006063-98-4,C14H20O3,O=C(OC)C(C1=CC=C(C=C1)CC(O)(C)C)C
Propyl(alphaS)-3-chloro-alpha-hydroxybenzeneacetate,,,887628-38-8,C11H13ClO3,O=C(OCCC)C(O)C=1C=CC=C(Cl)C1
"2,3,4,5,6,7-Hexahydro-7-hydroxy-3-methyl-1H-inden-1-one",,,1101874-19-4,C10H14O2,O=C1C2=C(CCCC2O)C(C)C1
"(2R,4R,6S,8S)-9-Hydroxy-2,4,6,8-tetramethyldecanoic acid",,,1101877-40-0,C14H28O3,O=C(O)C(C)CC(C)CC(C)CC(C)C(O)C
