P450 symbol,Protein name,Gene ID,Uniprot ID,EC number,Species,Species classification,Txid,Subcellular location
CYP2C9,Cytochrome P450 2C9,1559,P11712,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane Microsome membrane
CYP2C9,Cytochrome P450 2C9,1559,P11712,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP2C9,Cytochrome P450 2C9,1559,P11712,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,Homo sapiens (Human),Animal,9606,Membrane; Single-pass membrane protein
CYP2C9,Cytochrome P450 2C9,1559,P11712,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Multi-pass membrane protein Microsome membrane; Multi-pass membrane protein
CYP2C9,Cytochrome P450 2C9,1559,P11712,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein Mitochondrion
CYP2C9,Cytochrome P450 2C9,1559,P11712,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP2C9,Cytochrome P450 2C9,1559,P11712,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP2C9,Cytochrome P450 2C9,1559,P11712,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP4B1,Cytochrome P450 4B1,1580,P13584,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP106A1,Cytochrome P450,/,P14762,1.14.14.-,Bacillus megaterium (strain ATCC 14581 / DSM 32 / JCM 2506 / NBRC 15308 / NCIMB 9376 / NCTC 10342 / NRRL B-14308 / VKM B-512),Microorganism,1348623,Cytoplasm
CYP106A1,Cytochrome P450,/,P14762,1.14.14.-,Bacillus megaterium (strain ATCC 14581 / DSM 32 / JCM 2506 / NBRC 15308 / NCIMB 9376 / NCTC 10342 / NRRL B-14308 / VKM B-512),Microorganism,1348623,Cytoplasm
CYP106A1,Cytochrome P450,/,P14762,1.14.14.-,Bacillus megaterium (strain ATCC 14581 / DSM 32 / JCM 2506 / NBRC 15308 / NCIMB 9376 / NCTC 10342 / NRRL B-14308 / VKM B-512),Microorganism,1348623,Cytoplasm
cyp102A1,Bifunctional cytochrome P450/NADPH--P450 reductase,/,P14779,1.14.14.1; 1.6.2.4,Bacillus megaterium (strain ATCC 14581 / DSM 32 / JCM 2506 / NBRC 15308 / NCIMB 9376 / NCTC 10342 / NRRL B-14308 / VKM B-512),Microorganism,1348623,Cytoplasm
cyp102A1,Bifunctional cytochrome P450/NADPH--P450 reductase,/,P14779,1.14.14.1; 1.6.2.4,Bacillus megaterium (strain ATCC 14581 / DSM 32 / JCM 2506 / NBRC 15308 / NCIMB 9376 / NCTC 10342 / NRRL B-14308 / VKM B-512),Microorganism,1348623,Cytoplasm
CYP4B1,Cytochrome P450 4B1,100008805,P15128,1.14.14.1,Oryctolagus cuniculus (Rabbit),Animal,9986,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP4B1,Cytochrome P450 4B1,24307,P15129,1.14.14.1,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP11B1,"Cytochrome P450 11B1, mitochondrial",1584,P15538,1.14.15.4,Homo sapiens (Human),Animal,9606,/
CYP11B1,"Cytochrome P450 11B1, mitochondrial",1584,P15538,1.14.15.4,Homo sapiens (Human),Animal,9606,Mitochondrion
CYP11B1,"Cytochrome P450 11B1, mitochondrial",1584,P15538,1.14.15.4,Homo sapiens (Human),Animal,9606,Mitochondrion inner membrane; Peripheral membrane protein
CYP52A4,Cytochrome P450 52A4,/,P16141,1.14.14.-,Candida maltosa (Yeast),Microorganism,5479,Membrane Membrane; Single-pass membrane protein
CYP52A3,Cytochrome P450 52A3-A,/,P16496,1.14.14.-,Candida maltosa (Yeast),Microorganism,5479,Membrane Membrane; Single-pass membrane protein
NCP1,NADPH--cytochrome P450 reductase,856438,P16603,1.6.2.4,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Microorganism,559292,Endoplasmic reticulum membrane; Single-pass membrane protein; Cytoplasmic side Mitochondrion outer membrane; Single-pass membrane protein; Cytoplasmic side Cell membrane; Single-pass membrane protein; Cytoplasmic side
CYP27A1,"Sterol 26-hydroxylase, mitochondrial",100348736,P17177,1.14.15.15,Oryctolagus cuniculus (Rabbit),Animal,9986,"Endoplasmic reticulum membrane; Single-pass membrane protein Microsome membrane; Single-pass membrane protein Postsynapse Presynapse Cell projection, dendrite"
CYP27A1,"Sterol 26-hydroxylase, mitochondrial",100348736,P17177,1.14.15.15,Oryctolagus cuniculus (Rabbit),Animal,9986,Mitochondrion inner membrane; Peripheral membrane protein
CYP27A1,"Sterol 26-hydroxylase, mitochondrial",100348736,P17177,1.14.15.15,Oryctolagus cuniculus (Rabbit),Animal,9986,/
Cyp27a1,"Sterol 26-hydroxylase, mitochondrial",301517,P17178,1.14.15.15,Rattus norvegicus (Rat),Animal,10116,Mitochondrion inner membrane; Peripheral membrane protein
Cyp27a1,"Sterol 26-hydroxylase, mitochondrial",301517,P17178,1.14.15.15,Rattus norvegicus (Rat),Animal,10116,Mitochondrion inner membrane; Peripheral membrane protein
cyp53A1,Benzoate 4-monooxygenase bphA,/,P17549,1.14.14.92,Aspergillus niger,Microorganism,5061,Membrane; Single-pass membrane protein
Cyp7a1,Cytochrome P450 7A1,25428,P18125,1.14.14.23; 1.14.14.26,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Single-pass membrane protein Microsome membrane; Single-pass membrane protein
cyp105A1,Vitamin D3 dihydroxylase,/,P18326,1.14.15.22,Streptomyces griseolus,Microorganism,1909,Cytoplasm
cyp105A1,Vitamin D3 dihydroxylase,/,P18326,1.14.15.22,Streptomyces griseolus,Microorganism,1909,Cytoplasm
CYP11B2,"Cytochrome P450 11B2, mitochondrial",1585,P19099,1.14.15.4; 1.14.15.5,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Multi-pass membrane protein Microsome membrane; Multi-pass membrane protein
CYP11B2,"Cytochrome P450 11B2, mitochondrial",1585,P19099,1.14.15.4; 1.14.15.5,Homo sapiens (Human),Animal,9606,/
CYP11B2,"Cytochrome P450 11B2, mitochondrial",1585,P19099,1.14.15.4; 1.14.15.5,Homo sapiens (Human),Animal,9606,Mitochondrion
CYP11B2,"Cytochrome P450 11B2, mitochondrial",1585,P19099,1.14.15.4; 1.14.15.5,Homo sapiens (Human),Animal,9606,Mitochondrion inner membrane; Peripheral membrane protein
CYP11B2,"Cytochrome P450 11B2, mitochondrial",1585,P19099,1.14.15.4; 1.14.15.5,Homo sapiens (Human),Animal,9606,Mitochondrion inner membrane; Peripheral membrane protein
CYP11B2,"Cytochrome P450 11B2, mitochondrial",1585,P19099,1.14.15.4; 1.14.15.5,Homo sapiens (Human),Animal,9606,
CYP11B2,"Cytochrome P450 11B2, mitochondrial",1585,P19099,1.14.15.4; 1.14.15.5,Homo sapiens (Human),Animal,9606,
CYP2B6,Cytochrome P450 2B6,1555,P20813,1.14.13.-,Homo sapiens (Human),Animal,9606,Membrane; Single-pass membrane protein
CYP2B6,Cytochrome P450 2B6,1555,P20813,1.14.13.-,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP2B6,Cytochrome P450 2B6,1555,P20813,1.14.13.-,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP2B6,Cytochrome P450 2B6,1555,P20813,1.14.13.-,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP2B6,Cytochrome P450 2B6,1555,P20813,1.14.13.-,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP2B6,Cytochrome P450 2B6,1555,P20813,1.14.13.-,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP2B6,Cytochrome P450 2B6,1555,P20813,1.14.13.-,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP2B6,Cytochrome P450 2B6,1555,P20813,1.14.13.-,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A5,Cytochrome P450 3A5,1577,P20815,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A5,Cytochrome P450 3A5,1577,P20815,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Mitochondrion inner membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein Cytoplasm
CYP3A5,Cytochrome P450 3A5,1577,P20815,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A5,Cytochrome P450 3A5,1577,P20815,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A5,Cytochrome P450 3A5,1577,P20815,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A5,Cytochrome P450 3A5,1577,P20815,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A5,Cytochrome P450 3A5,1577,P20815,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A5,Cytochrome P450 3A5,1577,P20815,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A5,Cytochrome P450 3A5,1577,P20815,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A5,Cytochrome P450 3A5,1577,P20815,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a2,Cytochrome P450 4A2,24306,P20816,1.14.14.80,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a2,Cytochrome P450 4A2,24306,P20816,1.14.14.80,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a2,Cytochrome P450 4A2,24306,P20816,1.14.14.80,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a2,Cytochrome P450 4A2,24306,P20816,1.14.14.80,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a2,Cytochrome P450 4A2,24306,P20816,1.14.14.80,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a14,Cytochrome P450 4A14,298423,P20817,1.14.14.80,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a14,Cytochrome P450 4A14,298423,P20817,1.14.14.80,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a14,Cytochrome P450 4A14,298423,P20817,1.14.14.80,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a14,Cytochrome P450 4A14,298423,P20817,1.14.14.80,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP7A1,Cytochrome P450 7A1,1581,P22680,1.14.14.23; 1.14.14.26,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Single-pass membrane protein
CYP7A1,Cytochrome P450 7A1,1581,P22680,1.14.14.23; 1.14.14.26,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Multi-pass membrane protein Microsome membrane; Multi-pass membrane protein
CYP7A1,Cytochrome P450 7A1,1581,P22680,1.14.14.23; 1.14.14.26,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Single-pass membrane protein Microsome membrane; Single-pass membrane protein
CYP7A1,Cytochrome P450 7A1,1581,P22680,1.14.14.23; 1.14.14.26,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Single-pass membrane protein Microsome membrane; Single-pass membrane protein
CYP7A1,Cytochrome P450 7A1,1581,P22680,1.14.14.23; 1.14.14.26,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Single-pass membrane protein Microsome membrane; Single-pass membrane protein
CYP7A1,Cytochrome P450 7A1,1581,P22680,1.14.14.23; 1.14.14.26,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Single-pass membrane protein Microsome membrane; Single-pass membrane protein
CYP7A1,Cytochrome P450 7A1,1581,P22680,1.14.14.23; 1.14.14.26,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Single-pass membrane protein Microsome membrane; Single-pass membrane protein
CYP55A1,NADP nitrous oxide-forming nitric oxide reductase,/,P23295,1.7.1.14,Fusarium oxysporum (Fusarium vascular wilt),Microorganism,5507,/
CYP55A1,NADP nitrous oxide-forming nitric oxide reductase,/,P23295,1.7.1.14,Fusarium oxysporum (Fusarium vascular wilt),Microorganism,5507,/
CYP3A7,Cytochrome P450 3A7,1551,P24462,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein Mitochondrion
CYP3A7,Cytochrome P450 3A7,1551,P24462,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A7,Cytochrome P450 3A7,1551,P24462,1.14.14.1,Homo sapiens (Human),Animal,9606,Mitochondrion inner membrane; Peripheral membrane protein
CYP3A7,Cytochrome P450 3A7,1551,P24462,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A7,Cytochrome P450 3A7,1551,P24462,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A7,Cytochrome P450 3A7,1551,P24462,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A7,Cytochrome P450 3A7,1551,P24462,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane Microsome membrane
CYP3A7,Cytochrome P450 3A7,1551,P24462,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A7,Cytochrome P450 3A7,1551,P24462,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A7,Cytochrome P450 3A7,1551,P24462,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
CYP3A7,Cytochrome P450 3A7,1551,P24462,1.14.14.1,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a12,Cytochrome P450 4A12,266674,P24464,1.14.14.1,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Multi-pass membrane protein Microsome membrane; Multi-pass membrane protein
Cyp4a12,Cytochrome P450 4A12,266674,P24464,1.14.14.1,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Multi-pass membrane protein Microsome membrane; Multi-pass membrane protein
Cyp4a12,Cytochrome P450 4A12,266674,P24464,1.14.14.1,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Multi-pass membrane protein Microsome membrane; Multi-pass membrane protein
Cyp4a12,Cytochrome P450 4A12,266674,P24464,1.14.14.1,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a12,Cytochrome P450 4A12,266674,P24464,1.14.14.1,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Multi-pass membrane protein Microsome membrane; Multi-pass membrane protein
Cyp2c23,Cytochrome P450 2C23,/,P24470,1.14.14.-,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp2c23,Cytochrome P450 2C23,/,P24470,1.14.14.-,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp2c23,Cytochrome P450 2C23,/,P24470,1.14.14.-,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp2c23,Cytochrome P450 2C23,/,P24470,1.14.14.-,Rattus norvegicus (Rat),Animal,10116,[Cytochrome P450 1A1]: Cytoplasm; [Cytochrome P450MT2A]: Endoplasmic reticulum membrane; Peripheral membrane protein Mitochondrion inner membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein; [Cytochrome P450MT2B]: Endoplas
Cyp2c23,Cytochrome P450 2C23,/,P24470,1.14.14.-,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Single-pass type II membrane protein Microsome membrane; Single-pass type II membrane protein
Cyp2c23,Cytochrome P450 2C23,/,P24470,1.14.14.-,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp2c23,Cytochrome P450 2C23,/,P24470,1.14.14.-,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp2c23,Cytochrome P450 2C23,/,P24470,1.14.14.-,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp2c23,Cytochrome P450 2C23,/,P24470,1.14.14.-,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp2c23,Cytochrome P450 2C23,/,P24470,1.14.14.-,Rattus norvegicus (Rat),Animal,10116,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp2c23,Cytochrome P450 2C23,/,P24470,1.14.14.-,Rattus norvegicus (Rat),Animal,10116,/
CYP5A1,Thromboxane-A synthase,6916,P24557,4.2.1.152; 5.3.99.5,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Single-pass membrane protein
CYP5A1,Thromboxane-A synthase,6916,P24557,4.2.1.152; 5.3.99.5,Homo sapiens (Human),Animal,9606,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
